-,date,time,username,name,tweet,geo,Positive,Happy,Relief,Neutral,Anxious,Sad,Negative
18,2020-06-12,13:55:52,sagaronic,Sagar Pillai,set case report sion hospital hand body covid suspect family cremation without test patient also part,"19.071217,72.929863,23km",,,,,,,1
19,2020-06-12,13:55:16,ankurbhadra,ankurbhadra,awb stuck warehouse since last day one covid essential deliver reach today support false promise pathetic speed,"19.071217,72.929863,23km",,,,,,1,1
20,2020-06-12,13:55:12,rruhainy,Ruhainy Desai,jaha cong satta ki lalchi party hai italian born cheater party president hai free mee train ki ticket detihu bus bhejti hu wali indian ko pe le hai covid spred karte hai ho ke pe bhi aa sakte hai sab cong ke haath mai hai,"19.071217,72.929863,23km",,,,,,,1
21,2020-06-12,13:55:12,kiritsomaiya,Kirit Somaiya,shri bhagatsingh koshyari governor maharashtra met gayab covid death victim assure ask home health secratary look ankush jadhav sandip sharma shiraj sheikh nanda bhamre atul pawar present,"19.071217,72.929863,23km",,,1,,,,
22,2020-06-12,13:54:10,mohdzafar10,Highway Darbar-FoodBank,update <HAPPY> free food distribution food orphanage water today ji journalist work during <SAD> link <NEUTRAL>,"19.071217,72.929863,23km",1,,1,,,,
23,2020-06-12,13:53:55,mumbhaikarsays,Mumbhaikar,appreciate support student teacher family covid spread like do not want risk life family life politics played opposition,"19.071217,72.929863,23km",,,,,1,,1
24,2020-06-12,13:53:54,mumbhaikarsays,Mumbhaikar,after get news ug pg examination get cancel amid covid people who decision govt maharashtra understand seriousness stop play politics during pandemic,"19.071217,72.929863,23km",,,,,,1,1
25,2020-06-12,13:53:51,bharatsoni601,Bharat Soni@60,जब हम दो बात है तोह बुरा लगता है आज सुप्रीम कोर्ट ने दी तोह क्या fact delhi sit covid u r complete failure delhi hit corona,"19.071217,72.929863,23km",,,,,,,1
26,2020-06-12,13:53:48,hnlenglish,Headline English,mumbai civic body brihanmumbai municipal corporation bmc ward war room covid information bed availability patient,"19.071217,72.929863,23km",,,,1,,,
27,2020-06-12,13:53:40,pibmumbai,PIB in Maharashtra 🇮🇳,measure take state ut’s city metro rail company view covid provide urban transport service study conduct show urban commuter pedestrian commuter use,"19.071217,72.929863,23km",1,,,,,,
28,2020-06-12,13:52:02,bse_news,BSE Corporate News,valiant disclosure impact covid pandemic company,"19.071217,72.929863,23km",,,,,,,1
29,2020-06-12,13:51:12,shijucrr,shiju crr,come maharashtra strictly follow quarantine rule stay separate apart family but neibours blame family name covid shameful reaction kerala give human,"19.071217,72.929863,23km",,,,,,,1
30,2020-06-12,13:51:07,satya14598319,Satya,kya bana liya hai hospital ne covid ko na koi vaccine hai na guarantee hai ki recovery hogi phir bhi itne paisa liye jaa rahe hai <UNWELL> <UNWELL>,"19.071217,72.929863,23km",,,,,1,1,1
31,2020-06-12,13:50:46,saifooodin,Saifuddin Chunawala,covid pandemic problem govt nahhh <LAUGH>  <SYMBOLS>,"19.071217,72.929863,23km",,,,1,,,
32,2020-06-12,13:50:41,salibetgeri,BetgeriSpeak,jun step take deal covid patient body infect person,"19.071217,72.929863,23km",,,,,,,1
33,2020-06-12,13:50:40,salibetgeri,BetgeriSpeak,supreme court suo motu cognizance improper handle covid patient disposal victim body directs chief take stock patient management system submit status report hospital staff patient care also seek centre reply,"19.071217,72.929863,23km",,,,1,,,
34,2020-06-12,13:50:35,bham_bham_bole,Shubham,where country commend india effort tackle covid,"19.071217,72.929863,23km",1,,,,,,
35,2020-06-12,13:50:30,newsmyntra,News Myntra,कोरोना संकट की आता वर उपलब्ध भाग व भाग आव्हाने उत्तरे impact covid urban rural life,"19.071217,72.929863,23km",,,,,,,1
36,2020-06-12,13:49:15,remston2,Remston,look death rate covid seem covincing but really lose billion citizen india,"19.071217,72.929863,23km",,,,,,,1
37,2020-06-12,13:49:06,bombayleaks,Bombay Leaks,also seek centre reply jun step take deal covid patient body infect person,"19.071217,72.929863,23km",,,,,,,1
38,2020-06-12,13:49:05,bombayleaks,Bombay Leaks,supreme court suo motu cognizance improper handle covid patient disposal victim body directs chief take stock patient management system submit status report hospital staff patient care,"19.071217,72.929863,23km",,,,1,,,
39,2020-06-12,13:48:57,e4mtweets,exchange4media group,manage covid provide safety space mybranch strong property scout list nitin goel vp strategy delivery excellence,"19.071217,72.929863,23km",,,,1,,,
40,2020-06-12,13:48:57,iamsudhirmishra,Sudhir Mishra,situation non covid patient serious illness alarm one give damn authority solve maybe total covid non covid hospital urgent need doctor govr sit together,"19.071217,72.929863,23km",,,,,1,,1
42,2020-06-12,13:48:24,pranay_purohit,∆ P R A N A Y ∆,strategy counter covid crisis jsl industry limited inform thursday operation close march due lockdown view drop sale last financial year,"19.071217,72.929863,23km",,,,,,,1
43,2020-06-12,13:47:21,ca_mukesh_agrwl,Mukesh Agarwal,dear sir due june want access bank get precious thing branch official say not access during covid please help do trust important,"19.071217,72.929863,23km",,,,,1,,
44,2020-06-12,13:46:23,kiritsshah55,Kirit Shah,think gujarat government do exceed well handle covid patient,"19.071217,72.929863,23km",1,,,,,,
45,2020-06-12,13:45:32,e4mtweets,exchange4media group,pay electricity notification circular covid rwa update software use level arora ceo,"19.071217,72.929863,23km",,,,1,,,
46,2020-06-12,13:44:41,yashdharavat,Yash Dharavat,manner which covid case increase mumbai day day seem reason do not covid not test,"19.071217,72.929863,23km",,,,,,1,1
47,2020-06-12,13:44:28,abhishe35611864,Abhishek mishra,hearing complete lockdown th june maharashtra due massive community spread covid true sir,"19.071217,72.929863,23km",1,,,,,,
48,2020-06-12,13:44:21,kurrykulture,Kurry Kulture,hungry what wait <SYMBOLS> get covid healthy safe delicious food favorite food call <NEUTRAL>  or click <NEUTRAL> away order,"19.071217,72.929863,23km",,,,1,,,
49,2020-06-12,13:44:18,chetan_saraiya,Chetan Saraiya,time put camera government hospital covid facility covid care center quarantine facility,"19.071217,72.929863,23km",,,,1,,,
50,2020-06-12,13:44:17,v_s_s_m,VSM☕ Dil ki Sunta Hu,sabse bade covid warrior yahi log hain jo corona ke situation main bhi ye sab kar rahe hain salute hain inko <LAUGH>,"19.071217,72.929863,23km",1,,,,,,
51,2020-06-12,13:43:37,shijucrr,shiju crr,come maharashtra strictly follow quarantine rule stay separate apart family but neibours blame family name covid shameful reaction,"19.071217,72.929863,23km",,,,,,,1
52,2020-06-12,13:42:50,pankajtokekar,CA Pankaj Tokekar,dear sir please take care jalagon district which four time covid death rate country case rise rapidly,"19.071217,72.929863,23km",,,,,1,,1
53,2020-06-12,13:42:45,ghulam_e_ambani,Mumbai_Malang,if uk gujarat do service humanity during covid crisis dead bro <UNWELL> <SAD>,"19.071217,72.929863,23km",,,,,,1,1
54,2020-06-12,13:41:37,analyticssapio,Sapio DSS Covid Volunteer,india try do best fight against new go long way not manage new also become covid free lot learn which model follow,"19.071217,72.929863,23km",,,,1,,,
55,2020-06-12,13:41:36,faisalmushtaque,Faisal Malik فیصل ملک फैसल मलिक,trial soon serious covid patient maharashtra report,"19.071217,72.929863,23km",,,,,,,1
56,2020-06-12,13:41:19,namratasawhney,Nimi,covid covid,"19.071217,72.929863,23km",,,,1,,,
57,2020-06-12,13:40:59,afridarahmanali,Afrida Rahman Ali,covid death data india’s bad kept read mcds put toll almost double delhi govt count share indianexpress io app click download,"19.071217,72.929863,23km",,,,,,,1
58,2020-06-12,13:40:58,harshalscorp,Harshal Pawar,maharashtra minister tour civil d dead body yr old covid woman lie d hospital nd lie d whole week sir hote ka fakt,"19.071217,72.929863,23km",,,,,,1,1
59,2020-06-12,13:40:33,pankajtokekar,CA Pankaj Tokekar,dear sir kindly look covid worsen situation district government,"19.071217,72.929863,23km",,,,,1,,1
60,2020-06-12,13:40:21,javedal37244722,Javed Alam,assalamo alekum sister m poor affected covid femely member please give help please give money account holder name javed alam account ifsc code sbin state bank india hafiz,"19.071217,72.929863,23km",,,,,1,,
61,2020-06-12,13:39:30,utawasthi5,Utkarsh Awasthi,please help innocent men suffer legal battle take away right work earn even without investigation men request include enquiry essential covid timeline enquiry,"19.071217,72.929863,23km",,,,,1,1,
62,2020-06-12,13:39:02,mchalmela,Meetesh Chalmela,nadu’s kandamangalam block health worker covid say keep check duty daily struggle,"19.071217,72.929863,23km",,,,,,,1
63,2020-06-12,13:38:23,mayurapatodkar,Mayura Patodkar,world day against child labour june day year practice child labour theme year protect child child labour ever,"19.071217,72.929863,23km",,,,1,,,
64,2020-06-12,13:38:04,bollywood_pub,Bollywood Pub,building seal after resident test covid positive,"19.071217,72.929863,23km",,,,,,,1
65,2020-06-12,13:37:19,patilashwin7win,Ashwin Suresh Patil,number covid case go control lockdown least week control spread community otherwise death rate increase future,"19.071217,72.929863,23km",,,,,,,1
66,2020-06-12,13:36:24,republic,Republic,indian doctor first ever lung transplant patient covid history,"19.071217,72.929863,23km",1,,,,,,
67,2020-06-12,13:36:11,federista93,TeJaL,gaye covid ke mein yeh log  <SYMBOLS>,"19.071217,72.929863,23km",,,,1,,,
68,2020-06-12,13:35:28,neild_mufc,Neil Dholabhai,how everyone put word political but when time come don’t really care month almost solid decision final year exam not covid but suffer stress,"19.071217,72.929863,23km",,,,,1,,
69,2020-06-12,13:35:24,javid54555310,Javid,covid actually save bjp govt loot,"19.071217,72.929863,23km",1,,,,,,
70,2020-06-12,13:34:42,hnlenglish,Headline English,delhi record new coronavirus case last hour total number covid case delhi reach,"19.071217,72.929863,23km",,,,,,,1
71,2020-06-12,13:34:31,powarashwin,Ashwin Powar,please send railway which built covid mumbai please reply,"19.071217,72.929863,23km",,,,,1,,
72,2020-06-12,13:34:25,ashagkumar1,ashagkumar,india indian covid coexistence chronicle,"19.071217,72.929863,23km",,,,1,,,
73,2020-06-12,13:34:02,healthinhindi,healthinhindi,दवा का कोरोना संक्रमित पर पॉजिटिव शुरू हुआ संक्रमित मरीजों पर भी दवा का परीक्षण,"19.071217,72.929863,23km",1,,,,,,
74,2020-06-12,13:34:01,republic,Republic,covid claim life one pondy toll touch three,"19.071217,72.929863,23km",,,,,,,1
75,2020-06-12,13:33:22,mediccapress,MEDICCA PRESS,salute tireless hard work dutybound salute effort hard time thank support staff move world even today,"19.071217,72.929863,23km",1,,,,,,
76,2020-06-12,13:32:58,sunil_shah555,Sunil Shah,market lane npa lockdown fed uncertain earnings covid crude vaccine int rate lane aka steroid take lead time lane earnings power share if u like,"19.071217,72.929863,23km",,,,,,,1
77,2020-06-12,13:32:49,sanjayjog7,Sanjay Jog,cm uddhav thackeray inaugurate covid centre auranbabad,"19.071217,72.929863,23km",,,,1,,,
78,2020-06-12,13:31:49,azadsatta,Azad Satta,covid टेस्टिंग सेंटर में मदद का फीचर करें इस्तेमाल,"19.071217,72.929863,23km",,,,1,,,
79,2020-06-12,13:30:29,pranay_purohit,∆ P R A N A Y ∆,material impact due covid pandemic say covid pandemic part essential item hence manufacturing unit work strictly follow issue central state govts good result <HAPPY> positive,"19.071217,72.929863,23km",1,,,,,,
80,2020-06-12,13:30:12,airnews_mumbai,"AIR News Mumbai, घरीच रहा, सुरक्षित रहा",आहे कोरोना संख्या झाली आहे,"19.071217,72.929863,23km",,,,1,,,
81,2020-06-12,13:30:06,bindagevinit,vinit bindage,what u want take war against china situation covid don’t u think china roar internal war govt handle issue level n thats best option situation call appreciate <LAUGH>,"19.071217,72.929863,23km",,,,1,,,
83,2020-06-12,13:29:28,pibmumbai,PIB in Maharashtra 🇮🇳,union government provide pulse or per person needy family during outbreak <OBJECT>,"19.071217,72.929863,23km",1,,,,,,
84,2020-06-12,13:28:02,bse_news,BSE Corporate News,jvlagro disclosure material impact covid business,"19.071217,72.929863,23km",,,,,,,1
86,2020-06-12,13:27:08,pranay_purohit,∆ P R A N A Y ∆,india covid impact hold view second quarter fiscal business usual month may warehouse operation currently operational <PISSED> avoid,"19.071217,72.929863,23km",,,,,,,1
87,2020-06-12,13:27:03,iiflmarkets,IIFLMarkets,hikal ride essential escape covid stock slip,"19.071217,72.929863,23km",,,,1,,,
88,2020-06-12,13:26:03,pibmumbai,PIB in Maharashtra 🇮🇳,union govt make several effort do not suffer during pandemic maharashtra who receive financial help express <OBJECT>,"19.071217,72.929863,23km",1,,,,,,
89,2020-06-12,13:25:43,jayakara2,JAYAKARA,modi enough time before covid come way give sermon but do not time meeting party senior member,"19.071217,72.929863,23km",,,,,,,1
90,2020-06-12,13:25:38,sumanabera14,Sumana Bera🇮🇳,india reach th position number covid case desh upar hai top ki thanks ji,"19.071217,72.929863,23km",,,,,,1,1
91,2020-06-12,13:25:36,e4mtweets,exchange4media group,last year talk share economy post covid go strong demand economy arora ceo,"19.071217,72.929863,23km",,,,1,,,
93,2020-06-12,13:24:48,ktens,IceCreamMan,whole covid situation seem money make hand healthcare cahoot power,"19.071217,72.929863,23km",,,,,,,1
94,2020-06-12,13:24:36,drraj_karwa,DrRascal,how tragedy u r not make ppl aware bharat which cover covid secondly u r not ppl policy r many policy bank like bob guide rather comment difficult,"19.071217,72.929863,23km",,,,,,,1
95,2020-06-12,13:24:09,thebajaoman,Anil  Merani,right decision part what happen film post covid,"19.071217,72.929863,23km",,,,1,,,
96,2020-06-12,13:23:18,pppjain,CA PP Jain,s p serious local epidemic endure financial corporate distress india,"19.071217,72.929863,23km",,,,,,,1
97,2020-06-12,13:21:43,republic,Republic,govt covid advice watch,"19.071217,72.929863,23km",,,,1,,,
98,2020-06-12,13:21:07,nadeem_shah,Nadeem,moderna regeneron where do covid vaccine trial stand india news time,"19.071217,72.929863,23km",,,,1,,,
99,2020-06-12,13:20:15,amoghin,Amogh Nayak,rt excellent conversation friend pm how india post covid world also prime ministerial office record th time india partnership grow ever,"19.071217,72.929863,23km",1,,,,,,
100,2020-06-12,13:20:15,amoghin,Amogh Nayak,rt discuss covid pandemic prime minister hun india share deep link cambodia important partner extend india commitment far strengthen relationship cam…,"19.071217,72.929863,23km",1,,,,,,
101,2020-06-12,13:20:10,faltuspeaker,Mulier Fortis,shush cool covid do not spread crowd good <HAPPY>,"19.071217,72.929863,23km",,1,,,,,
102,2020-06-12,13:20:03,bse_news,BSE Corporate News,decomic disclosure material impact covid pandemic company,"19.071217,72.929863,23km",,,,,,1,
103,2020-06-12,13:19:27,pranay_purohit,∆ P R A N A Y ∆,covid impact currently run capacity manufacturing site cancellation order not opt moratorium option continue meet debt obligation <PISSED> avoid,"19.071217,72.929863,23km",,,,,,,1
104,2020-06-12,13:19:12,rupagulab,Rupa Gulab,use update covid case every single day when case rise alarm manner reluctant post data day,"19.071217,72.929863,23km",,,,,,,1
105,2020-06-12,13:19:04,kingkatriar,Anurag Katriar,sir not hotel across india currently shut mha order due covid case reporting,"19.071217,72.929863,23km",,,,1,,,
106,2020-06-12,13:18:55,sbollybuzz,Star Bollybuzz,building get seal person test positive covid,"19.071217,72.929863,23km",,,,,,,1
107,2020-06-12,13:17:43,hsbc_in,HSBC India,thankful shri rajesh tope hon’ble public health minister govt maharashtra word effort combat covid strengthen resolve step effort far,"19.071217,72.929863,23km",1,,,,,,
108,2020-06-12,13:17:31,bhaktallergy,Suffering from Bhakt Allergy,congratulation make covid free state whom would like credit achievement yeddysar or teddypar delhi <HAPPY>,"19.071217,72.929863,23km",1,,,,,,
110,2020-06-12,13:16:59,namshivam007,PANKAJ SINGH,without economy towards big crisis india sir plz think without earn how people way people go die let people take care self let work bread covid case,"19.071217,72.929863,23km",,,,,1,,1
111,2020-06-12,13:16:43,republic,Republic,delhi govt mcd covid death claim asks send decease,"19.071217,72.929863,23km",,,,1,,,
112,2020-06-12,13:15:55,rkhuria,RKHuria,slowly seem realise responsibility nation covid patient treat bad animal supreme court delhi government asks explain fall coronavirus test,"19.071217,72.929863,23km",,,,,,,1
114,2020-06-12,13:14:32,e4mtweets,exchange4media group,since mybranch already work mantra last year work covid office space reposition business nitin goel vp strategy delivery excellence,"19.071217,72.929863,23km",,,,1,,,
116,2020-06-12,13:14:16,mumbaipressnews,Mumbaipressnews,new post sensex plunge point global cue covid case surge,"19.071217,72.929863,23km",,,,,,,1
117,2020-06-12,13:13:24,aishee_b,aishee,positive news come across how mumbai corona warrior contain covid outbreak large slum via,"19.071217,72.929863,23km",1,1,1,,,,
118,2020-06-12,13:13:21,sshubham913,Shubham kanshetti,india cross uk become th bad hit nation maharashtra effect state compare total case china stand still wait understand,"19.071217,72.929863,23km",,,,,,,1
120,2020-06-12,13:12:24,r55599453454,R555,office give response since covid priority non covid not request raise since amount not hence do not receive stipulate amount,"19.071217,72.929863,23km",,,,1,,,
121,2020-06-12,13:11:53,investometry,Meet Mehta,news lockdown ne impose maharashtra false lift revive economy impose would create problem threat poverty big covid,"19.071217,72.929863,23km",,,,,,,1
122,2020-06-12,13:11:36,salimqu45984354,salim qureshi,hi india mumbai great respect hope u k do well who covid patient medical staff give best recover patient earlier possible,"19.071217,72.929863,23km",1,,,,,,
123,2020-06-12,13:11:00,vips1031,Vipul Shah,what circulate pakistan covid death india confirm,"19.071217,72.929863,23km",,,,1,,,
124,2020-06-12,13:10:38,icecoldashes,Aishwarya Mahesh,worth watch,"19.071217,72.929863,23km",,,,1,,,
125,2020-06-12,13:10:02,khaanachahiye,Khaana Chahiye,team s k n karthikeyan session covid india task force ground reality migrant crisis,"19.071217,72.929863,23km",,,,,,,1
126,2020-06-12,13:09:37,medicirclei,Medicircle.in,make,"19.071217,72.929863,23km",,,,1,,,
127,2020-06-12,13:09:33,bhavinpnbt,Bhavin Pandya,friday say add new feature search product help find information covid test centre near,"19.071217,72.929863,23km",,,,1,,,
128,2020-06-12,13:09:07,aanandshirali,Aanand Rau Shirali,राम नाम पानी पर हुए आयेगी <DOUBT> अच्छा राम के नाम से fleet hospital बना ले और वहां का इलाज कर ले होता हे <OBJECT>,"19.071217,72.929863,23km",,,,1,,,
129,2020-06-12,13:08:16,evideytalks,Evidey,future planning like,"19.071217,72.929863,23km",,,,1,,,
130,2020-06-12,13:07:13,vikashmantri,vikash mantri,company digital strategy covid time fire care staff double online marketing spend cannot get customer care but decline marketing call,"19.071217,72.929863,23km",,,,1,,,
131,2020-06-12,13:06:25,numbsarcasm,शून्य,book flight pune th june firstly communication airline flight cancel secondly whole covid crisis not refund amount,"19.071217,72.929863,23km",,,,,,,1
132,2020-06-12,13:06:23,pinkvilla,Pinkvilla,song joong ki kim tae space sweeper delayed due covid possible new release,"19.071217,72.929863,23km",,,,1,,,
133,2020-06-12,13:06:02,aakashbhatt97,Aakash Bhatt,really scary bro <SAD> read article well delhi municipal count put covid link double death toll,"19.071217,72.929863,23km",,,,,1,1,1
134,2020-06-12,13:05:27,drrahulghule11,Dr Rahul Ghule,know well location lab covid test metropolis tmc nmmc vvmc thyocare bmc suburban srl bmc tmc nmmc vvmc work standard lab per test,"19.071217,72.929863,23km",,,,1,,,
135,2020-06-12,13:04:33,rgsippy,Ramesh Sippy,superheroes thank doctor nurse everyone involve fight covid,"19.071217,72.929863,23km",1,,,,,,
136,2020-06-12,13:04:20,devgangaram,Dev Ganga Ram,dr sahib aapko bhi covid hua tha ya fir se last night awesome <HAPPY> cry baby arnab congress se burn hell <PISSED>,"19.071217,72.929863,23km",,,,1,,,
137,2020-06-12,13:04:14,gauravchandak,Gourav Chandak,covid corona virus,"19.071217,72.929863,23km",,,,1,,,
138,2020-06-12,13:03:57,dr_nishantk,Dr Nishant Kathale,india strategy covid pandemic,"19.071217,72.929863,23km",,,,1,,,
139,2020-06-12,13:03:04,solarquarter,SolarQuarter,fall clean energy cost provide opportunity boost climate action covid recovery package,"19.071217,72.929863,23km",1,,,,,,
140,2020-06-12,13:01:36,mithilshah7983,Mithil shah,raise refund request air cancel flight due covid get email airline confirm refund already process back make trip confirm refund not receive,"19.071217,72.929863,23km",,,,,,,1
141,2020-06-12,13:00:12,toimumbai,TOI Mumbai,pil question mumbai housing society seek covid free paper,"19.071217,72.929863,23km",,,,1,,,
142,2020-06-12,13:00:06,motilaloswalltd,Motilal Oswal Financial Services Ltd,ecoscope qcy india’s quarterly economic outlook country’s economic data amid covid read,"19.071217,72.929863,23km",,,,1,,,
143,2020-06-12,13:00:05,cbpandya1965,CHETANPANDYA,sir do since people mumbai choice but crowd necessary go lock strictly implement day help govt thru u control covid urge do,"19.071217,72.929863,23km",,,,,,,1
144,2020-06-12,13:00:03,ahmedalitoi,S Ahmed Ali,mumbai cop test positive covid after thief mumbai news time india,"19.071217,72.929863,23km",,,,,,,1
145,2020-06-12,12:59:56,kaychandani,K,pakistan china attack india when covid peak don’t tell not country absolutely hit when you’re low form treachery don’t think go lose battle come way,"19.071217,72.929863,23km",,,,,,,1
146,2020-06-12,12:59:27,enjoy2000,Dhiraj Pal,know man populate subcontinent pakistan india bangladesh population billion not easy control covid,"19.071217,72.929863,23km",,,,,,,1
147,2020-06-12,12:58:34,shaikhguzlar,Shaikh Gulzar,sanjay deliver relevant valuable point community poor whom effect covid,"19.071217,72.929863,23km",,,,1,,,
148,2020-06-12,12:58:26,lokhandwala_bom,ANDHERI LOKHANDWALA OSHIWARA CITIZEN'S ASSOCIATION,thankful send faceshields curb spread virus distribute high contact commercial establishment like petrol milk center etc,"19.071217,72.929863,23km",1,1,,,,,
149,2020-06-12,12:58:13,fairwhisker1,Fairwhisker,day people ruling meet covid tune change not before,"19.071217,72.929863,23km",,,,1,,,
150,2020-06-12,12:57:44,thebestgrammar,THE BEST ENGLISH GRAMMAR 📚,today word nationwide mean part country देशभरात example india’s top four metropolitan cluster delhi mumbai account nearly half nationwide covid,"19.071217,72.929863,23km",,,,,,,1
151,2020-06-12,12:57:27,raufbhat10,Rauf Bhat,not covid result not sent yet which stay private hotel bear cost force stay ask result please help,"19.071217,72.929863,23km",,,,,1,,
152,2020-06-12,12:57:08,shivend44396854,Shivendra kumar,sir request please help covid job stop please request please help want go village but problem train ticket not available warm kumar,"19.071217,72.929863,23km",,,,,1,1,
153,2020-06-12,12:55:54,hnlenglish,Headline English,total number covid positive case maharashtra cross mark case,"19.071217,72.929863,23km",,,,,,,1
154,2020-06-12,12:55:49,avsivasankaran,Adv AV Sivasankaran.,meaning die covid patient country,"19.071217,72.929863,23km",,,,,,,1
155,2020-06-12,12:54:18,loksattalive,LoksattaLive,मुंबईत रुग्ण,"19.071217,72.929863,23km",,,,1,,,
156,2020-06-12,12:53:59,kejriwalmohit,Mohit Kejriwal,why raise complaint already raise concern cm see matter urgent basis also face covid situation need help,"19.071217,72.929863,23km",,,,,1,,1
157,2020-06-12,12:53:02,bse_news,BSE Corporate News,beeyu sebi lodr disclosure material impact covid pandemic company,"19.071217,72.929863,23km",,,,,,,1
158,2020-06-12,12:51:52,spotboye,SpotboyE,back hometown,"19.071217,72.929863,23km",,1,1,,,,
159,2020-06-12,12:51:49,mac_speak,Manish 🇮🇳,india seem situation little difficult serious look covid spread game risk free every player request consider new home ipl go really good <SAD>,"19.071217,72.929863,23km",,,,1,,,
160,2020-06-12,12:51:46,sandeeppatel58,Sandeep Patel,one medical check today resident test uday society motilal nagar people screen which advise doctor far test,"19.071217,72.929863,23km",1,,,,,,
161,2020-06-12,12:50:06,firsebolraghu,Raghu,funny aap idiot kill take excuse covid <HAPPY>,"19.071217,72.929863,23km",,,,1,,,
162,2020-06-12,12:49:22,loksattalive,LoksattaLive,करोना पडून,"19.071217,72.929863,23km",,,,1,,,
163,2020-06-12,12:48:03,pratikpawar2901,pratik Sunil pawar,consider use remdesivir drug which show improvement covid patient clinical trial,"19.071217,72.929863,23km",1,,,,,,
164,2020-06-12,12:47:54,loksattalive,LoksattaLive,नियंत्रण मिळणार,"19.071217,72.929863,23km",,,,1,,,
165,2020-06-12,12:47:34,imvenkat_74,venkat,after long struggle finally come back home test negative covid <HAPPY> damn strict rule follow village side whose come state go quarantine day conduct test,"19.071217,72.929863,23km",,1,1,,,,
166,2020-06-12,12:46:48,ishuklasir,Vinay Shukla 'Sir',सुप्रीम कोर्ट हम शवों से ज़्यादा लोगों के इलाज पर हैं। टेस्ट की संख्या भी कम कर दी गई है।ुंबई में हज़ार टेस्ट हो रहे है। दिल्ली में हज़ार से भी p ुजरात में की संख्या,"19.071217,72.929863,23km",,,,,,,1
167,2020-06-12,12:46:44,udaybhatia1992,Uday Bhatia,brother class board exam rajasthan board kota june during covid home delhi pls help get travel pas urgently <SAD>,"19.071217,72.929863,23km",,,,,1,1,
168,2020-06-12,12:46:34,ril_foundation,Reliance Foundation,covid initiative june th,"19.071217,72.929863,23km",,,,1,,,
169,2020-06-12,12:46:32,abstractoneside,abstract_oneside,kya kabhi aapke ne bhi aapse baat ki hai link,"19.071217,72.929863,23km",,,,1,,,
170,2020-06-12,12:45:48,manas256,Manas,please help get refund th march but not yet receive refund please help u bring news firm like make use covid cash reserve,"19.071217,72.929863,23km",,,,,1,1,
